stock1,stock2,pvalue_1on2,hr_1on2,pvalue_2on1,hr_2on1,pvalue_1on2_adj,pvalue_2on1_adj,cointegrated
2059.TW,6239.TW,0.4014751511326569,12.77107229167207,0.18536913246613385,0.04422168960958637,0.7171285296113268,0.584315390352374,False
2059.TW,6274.TWO,0.43078050918722205,2.112967845604818,0.2943667911036896,0.35103356907798466,0.7293996897852223,0.6449348154523801,False
2059.TW,6415.TW,0.27094473980483696,6.055192402200835,0.3602792753736842,0.0719346074840777,0.6320609092976477,0.6967752562945214,False
2059.TW,6488.TWO,0.0031852894967031023,5.40526037413821,0.001125872963546379,0.14842943480486126,0.10932735562877745,0.062433317557080995,False
2059.TW,6515.TW,0.9121707693178067,0.2247746011060338,0.8051315772838374,1.9268991080126807,0.9680128044708693,0.9145625141527877,False
2059.TW,6669.TW,0.8196715450024854,1.0507302894452386,0.33694856634844983,0.565564255222061,0.9228894432620576,0.6806602835638146,False
2059.TW,6770.TW,0.7235959008788782,31.210477013871127,0.47461315974939833,0.012216270677061047,0.8672161966088122,0.7516431731688717,False
2059.TW,8046.TW,0.42647837729599586,3.0254209617485563,0.39714740596666354,0.18847537358209424,0.7282852850705274,0.7149622212449926,False
2059.TW,8069.TWO,0.9904680378767152,-2.3275320498092595,0.50729130890539,-0.0021075099709391924,0.9967295800266528,0.7630885287587205,False
2059.TW,8299.TWO,0.8741402031396245,1.0529106591437412,0.624226145643289,0.43720502900216607,0.9492707984233664,0.8112906583442095,False
2301.TW,2303.TW,0.024138839023249422,0.8104659311171587,0.397215261488878,0.8189100679829562,0.2940129004958609,0.7149622212449926,False
2301.TW,2308.TW,0.0683944496934899,0.046896935001420934,0.189914697564443,15.417008480405645,0.44224342744511946,0.5854110184833432,False
2301.TW,2313.TW,0.2291808274869538,0.262373795290779,0.5006274191312534,1.756388390148497,0.6063346118644085,0.7589318290757685,False
2301.TW,2317.TW,0.26784680405874894,0.9950284479360418,0.0967904416219888,0.7995444520528967,0.6301123004126558,0.4929496390647911,False
2301.TW,2327.TW,0.16769034968790303,0.11491630512646714,0.852274752923023,5.685669236906115,0.5699821811675664,0.9389844238013662,False
2301.TW,2330.TW,0.17010951866369384,0.06217406772355525,0.4530333611758237,11.21696222469192,0.5704687939769553,0.7431050816409195,False
2301.TW,2337.TW,0.11963134258137553,0.3965658727632162,0.41003787944598047,1.2716131625789613,0.5393548665533202,0.7218440953704399,False
2301.TW,2344.TW,0.06483388322395997,0.500652716710181,0.4054589129006675,1.3049797018941827,0.43465466917252454,0.7199895921508022,False
2301.TW,2345.TW,0.04398530231860369,0.043269931914566184,0.3043844435604187,14.791440199437282,0.3679292388646407,0.6548456613827827,False
2301.TW,2356.TW,0.07628344528252468,3.0993245117692108,0.17319424916673404,0.20773527666708885,0.4528087364031965,0.5711116150208834,False
2301.TW,2357.TW,0.4233202496613855,0.1707232949984372,0.24456386820867515,1.0872518352900575,0.7274255828548836,0.6185799265626712,False
2301.TW,2360.TW,0.09093791432981585,0.036291498775323214,0.30464902802355887,17.252693359749326,0.48493066520313344,0.6548456613827827,False
2301.TW,2368.TW,0.09668489781992845,0.06628593679096674,0.5052556044743854,8.826181472188658,0.4929496390647911,0.7618448610838986,False
2301.TW,2376.TW,0.3335380428128578,0.5109934947529654,0.5456250230528612,0.6672531872687271,0.679421463087838,0.7771903871202748,False
2301.TW,2379.TW,0.08334718802437246,0.2433381500974302,0.6789784080799894,1.063944466402973,0.47087473305096794,0.8434878040640394,False
2301.TW,2382.TW,0.014137345983473772,0.7986868769090811,0.013597924234092604,0.7674493630710106,0.22791115343054688,0.22784568755375081,False
2301.TW,2383.TW,0.0744547557744165,0.016665803952474176,0.456978896879726,37.15743361922438,0.44717406108355295,0.7447506559108571,False
2301.TW,2395.TW,0.09264656297036356,0.3452477941486264,0.6104869746831824,1.4350818110491972,0.48577332187852323,0.7999484495848596,False
2301.TW,2404.TW,0.212680741561802,0.12237662111848942,0.19085247052698934,2.8577895971441394,0.6020077449438604,0.5860003894332116,False
2301.TW,2408.TW,0.10472683889903883,0.22414801027477838,0.5918355653374558,2.930865722334884,0.5072656597355568,0.7916099866389914,False
2301.TW,2449.TW,0.24679713679363713,0.34021689814075834,0.25228299142873645,1.6302988633312017,0.6198310750871392,0.6257481890271236,False
2301.TW,2454.TW,0.10444341872493207,0.025593135146728736,0.5179616592620763,26.03610109563479,0.5066616908358407,0.7654322297984016,False
2301.TW,2492.TW,0.06941138504330545,0.2132745941009394,0.4882265773004994,2.7770663070681696,0.44224342744511946,0.7549953060504379,False
2301.TW,3008.TW,0.023295829112578707,0.032851236946915344,0.632169805840704,14.8006755082104,0.2871053533874565,0.813663717840132,False
2301.TW,3017.TW,0.1021022193093915,0.038462135936860174,0.22949657308232674,14.898601912333152,0.5019085811928344,0.6063346118644085,False
2301.TW,3034.TW,0.3222119271611945,0.12360920611248116,0.4739174857635363,0.2694985395956115,0.6692864283399467,0.7516431731688717,False
2301.TW,3036.TW,0.3494829475290049,0.45061296360488984,0.38653092536424877,1.158952943065799,0.6878431787251259,0.7071195568077194,False
